,relationship,from_country,to_country,contest_year,total_points,point_ratio,avg_point_ratio
23757,Slovakia-Germany,Slovakia,Germany,2009,0,0E-20,0.26388888888888888889
23758,Slovakia-Sweden,Slovakia,Sweden,2009,0,0E-20,0.36111111111111111111
23759,Slovakia-Malta,Slovakia,Malta,2009,0,0E-20,0.56666666666666666667
23760,Slovakia-Lithuania,Slovakia,Lithuania,2009,0,0E-20,0E-20
23761,Slovakia-Spain,Slovakia,Spain,2009,0,0E-20,0.04761904761904761905
23762,Slovakia-Finland,Slovakia,Finland,2009,0,0E-20,0E-20
23763,Slovenia-Norway,Slovenia,Norway,2009,12,1.00000000000000000000,0.26215277777777777778
23764,Slovenia-Iceland,Slovenia,Iceland,2009,5,0.41666666666666666667,0.17592592592592592593
23765,Slovenia-Azerbaijan,Slovenia,Azerbaijan,2009,1,0.08333333333333333333,0.07692307692307692308
23766,Slovenia-Turkey,Slovenia,Turkey,2009,0,0E-20,0.07352941176470588235
23767,Slovenia-United Kingdom,Slovenia,United Kingdom,2009,3,0.25000000000000000000,0.13095238095238095238
23768,Slovenia-Estonia,Slovenia,Estonia,2009,0,0E-20,0.24479166666666666667
23769,Slovenia-Greece,Slovenia,Greece,2009,4,0.33333333333333333333,0.13715277777777777778
23770,Slovenia-France,Slovenia,France,2009,7,0.58333333333333333333,0.12202380952380952381
23771,Slovenia-Bosnia & Herzegovina,Slovenia,Bosnia & Herzegovina,2009,10,0.83333333333333333333,0.49019607843137254902
23772,Slovenia-Armenia,Slovenia,Armenia,2009,0,0E-20,0.05902777777777777778
23773,Slovenia-Russia,Slovenia,Russia,2009,0,0E-20,0.29375000000000000000
23774,Slovenia-Ukraine,Slovenia,Ukraine,2009,0,0E-20,0.20370370370370370370
23775,Slovenia-Denmark,Slovenia,Denmark,2009,8,0.66666666666666666667,0.34259259259259259259
23776,Slovenia-Moldova,Slovenia,Moldova,2009,0,0E-20,0.08333333333333333333
23777,Slovenia-Portugal,Slovenia,Portugal,2009,0,0E-20,0.05989583333333333333
23778,Slovenia-Israel,Slovenia,Israel,2009,0,0E-20,0.12719298245614035088
23779,Slovenia-Albania,Slovenia,Albania,2009,2,0.16666666666666666667,0.14393939393939393939
23780,Slovenia-Croatia,Slovenia,Croatia,2009,6,0.50000000000000000000,0.59313725490196078431
23781,Slovenia-Romania,Slovenia,Romania,2009,0,0E-20,0.06372549019607843137
23782,Slovenia-Germany,Slovenia,Germany,2009,0,0E-20,0.12345679012345679012
23783,Slovenia-Sweden,Slovenia,Sweden,2009,0,0E-20,0.34722222222222222222
23784,Slovenia-Malta,Slovenia,Malta,2009,0,0E-20,0.09210526315789473684
23785,Slovenia-Lithuania,Slovenia,Lithuania,2009,0,0E-20,0.08333333333333333333
23786,Slovenia-Spain,Slovenia,Spain,2009,0,0E-20,0.06994047619047619048
23787,Slovenia-Finland,Slovenia,Finland,2009,0,0E-20,0.09444444444444444444
23788,Spain-Norway,Spain,Norway,2009,12,1.00000000000000000000,0.11915204678362573099
23789,Spain-Iceland,Spain,Iceland,2009,0,0E-20,0.18364197530864197531
23790,Spain-Azerbaijan,Spain,Azerbaijan,2009,0,0E-20,0.16025641025641025641
23791,Spain-Turkey,Spain,Turkey,2009,2,0.16666666666666666667,0.13383838383838383838
23792,Spain-United Kingdom,Spain,United Kingdom,2009,10,0.83333333333333333333,0.21505376344086021505
23793,Spain-Estonia,Spain,Estonia,2009,0,0E-20,0.15277777777777777778
23794,Spain-Greece,Spain,Greece,2009,1,0.08333333333333333333,0.26562500000000000000
23795,Spain-France,Spain,France,2009,3,0.25000000000000000000,0.20208333333333333333
23796,Spain-Bosnia & Herzegovina,Spain,Bosnia & Herzegovina,2009,0,0E-20,0.05092592592592592593
23797,Spain-Armenia,Spain,Armenia,2009,4,0.33333333333333333333,0.37152777777777777778
23798,Spain-Russia,Spain,Russia,2009,0,0E-20,0.22348484848484848485
23799,Spain-Ukraine,Spain,Ukraine,2009,6,0.50000000000000000000,0.31250000000000000000
23800,Spain-Denmark,Spain,Denmark,2009,0,0E-20,0.17291666666666666667
23801,Spain-Moldova,Spain,Moldova,2009,5,0.41666666666666666667,0.23397435897435897436
23802,Spain-Portugal,Spain,Portugal,2009,8,0.66666666666666666667,0.32592592592592592593
23803,Spain-Israel,Spain,Israel,2009,0,0E-20,0.26644736842105263158
23804,Spain-Albania,Spain,Albania,2009,0,0E-20,0E-20
23805,Spain-Croatia,Spain,Croatia,2009,0,0E-20,0.14473684210526315789
23806,Spain-Romania,Spain,Romania,2009,7,0.58333333333333333333,0.57675438596491228070
23807,Spain-Germany,Spain,Germany,2009,0,0E-20,0.31489071038251366120
23808,Spain-Sweden,Spain,Sweden,2009,0,0E-20,0.22054597701149425287
23809,Spain-Malta,Spain,Malta,2009,0,0E-20,0.27724358974358974359
23810,Spain-Lithuania,Spain,Lithuania,2009,0,0E-20,0.04166666666666666667
23811,Spain-Spain,Spain,Spain,2009,0,0E-20,0E-20
23812,Spain-Finland,Spain,Finland,2009,0,0E-20,0.10156250000000000000
23813,Sweden-Norway,Sweden,Norway,2009,12,1.00000000000000000000,0.34300595238095238095
23814,Sweden-Iceland,Sweden,Iceland,2009,10,0.83333333333333333333,0.38425925925925925926
23815,Sweden-Azerbaijan,Sweden,Azerbaijan,2009,8,0.66666666666666666667,0.15064102564102564103
23816,Sweden-Turkey,Sweden,Turkey,2009,6,0.50000000000000000000,0.13636363636363636364
23817,Sweden-United Kingdom,Sweden,United Kingdom,2009,0,0E-20,0.24180327868852459016
23818,Sweden-Estonia,Sweden,Estonia,2009,7,0.58333333333333333333,0.37962962962962962963
23819,Sweden-Greece,Sweden,Greece,2009,2,0.16666666666666666667,0.14102564102564102564
23820,Sweden-France,Sweden,France,2009,0,0E-20,0.20833333333333333333
23821,Sweden-Bosnia & Herzegovina,Sweden,Bosnia & Herzegovina,2009,5,0.41666666666666666667,0.34259259259259259259
23822,Sweden-Armenia,Sweden,Armenia,2009,3,0.25000000000000000000,0.09722222222222222222
23823,Sweden-Russia,Sweden,Russia,2009,0,0E-20,0.17803030303030303030
23824,Sweden-Ukraine,Sweden,Ukraine,2009,0,0E-20,0.15509259259259259259
23825,Sweden-Denmark,Sweden,Denmark,2009,0,0E-20,0.40079365079365079365
23826,Sweden-Moldova,Sweden,Moldova,2009,0,0E-20,0.06410256410256410256
23827,Sweden-Portugal,Sweden,Portugal,2009,0,0E-20,0.11821705426356589147
23828,Sweden-Israel,Sweden,Israel,2009,0,0E-20,0.21396396396396396396
23829,Sweden-Albania,Sweden,Albania,2009,1,0.08333333333333333333,0.06818181818181818182
23830,Sweden-Croatia,Sweden,Croatia,2009,0,0E-20,0.05921052631578947368
23831,Sweden-Romania,Sweden,Romania,2009,0,0E-20,0.10745614035087719298
23832,Sweden-Germany,Sweden,Germany,2009,0,0E-20,0.20081967213114754098
23833,Sweden-Sweden,Sweden,Sweden,2009,0,0E-20,0E-20
23834,Sweden-Malta,Sweden,Malta,2009,0,0E-20,0.24519230769230769231
23835,Sweden-Lithuania,Sweden,Lithuania,2009,0,0E-20,0.08593750000000000000
23836,Sweden-Spain,Sweden,Spain,2009,0,0E-20,0.09887005649717514124
23837,Sweden-Finland,Sweden,Finland,2009,4,0.33333333333333333333,0.26449275362318840580
23838,Switzerland-Norway,Switzerland,Norway,2009,8,0.66666666666666666667,0.15509259259259259259
23839,Switzerland-Iceland,Switzerland,Iceland,2009,5,0.41666666666666666667,0.15217391304347826087
23840,Switzerland-Azerbaijan,Switzerland,Azerbaijan,2009,0,0E-20,0.06410256410256410256
23841,Switzerland-Turkey,Switzerland,Turkey,2009,12,1.00000000000000000000,0.29885057471264367816
23842,Switzerland-United Kingdom,Switzerland,United Kingdom,2009,0,0E-20,0.28961748633879781421
23843,Switzerland-Estonia,Switzerland,Estonia,2009,0,0E-20,0.05555555555555555556
23844,Switzerland-Greece,Switzerland,Greece,2009,2,0.16666666666666666667,0.19369369369369369369
23845,Switzerland-France,Switzerland,France,2009,7,0.58333333333333333333,0.26319444444444444444
23846,Switzerland-Bosnia & Herzegovina,Switzerland,Bosnia & Herzegovina,2009,4,0.33333333333333333333,0.33333333333333333333
23847,Switzerland-Armenia,Switzerland,Armenia,2009,0,0E-20,0.01736111111111111111
23848,Switzerland-Russia,Switzerland,Russia,2009,0,0E-20,0.06578947368421052632
23849,Switzerland-Ukraine,Switzerland,Ukraine,2009,0,0E-20,0.07107843137254901961
23850,Switzerland-Denmark,Switzerland,Denmark,2009,0,0E-20,0.07825203252032520325
23851,Switzerland-Moldova,Switzerland,Moldova,2009,0,0E-20,0.02564102564102564103
23852,Switzerland-Portugal,Switzerland,Portugal,2009,10,0.83333333333333333333,0.24491869918699186992
23853,Switzerland-Israel,Switzerland,Israel,2009,1,0.08333333333333333333,0.34313725490196078431
23854,Switzerland-Albania,Switzerland,Albania,2009,6,0.50000000000000000000,0.52272727272727272727
23855,Switzerland-Croatia,Switzerland,Croatia,2009,0,0E-20,0.26111111111111111111
23856,Switzerland-Romania,Switzerland,Romania,2009,0,0E-20,0.03240740740740740741
23857,Switzerland-Germany,Switzerland,Germany,2009,0,0E-20,0.23565573770491803279
23858,Switzerland-Sweden,Switzerland,Sweden,2009,0,0E-20,0.24269005847953216374
23859,Switzerland-Malta,Switzerland,Malta,2009,0,0E-20,0.18939393939393939394
23860,Switzerland-Lithuania,Switzerland,Lithuania,2009,0,0E-20,0.05952380952380952381
23861,Switzerland-Spain,Switzerland,Spain,2009,3,0.25000000000000000000,0.25646551724137931034
23862,Switzerland-Finland,Switzerland,Finland,2009,0,0E-20,0.12760416666666666667
23863,Turkey-Norway,Turkey,Norway,2009,3,0.25000000000000000000,0.13709677419354838710
23864,Turkey-Iceland,Turkey,Iceland,2009,2,0.16666666666666666667,0.09126984126984126984
23865,Turkey-Azerbaijan,Turkey,Azerbaijan,2009,12,1.00000000000000000000,1.00000000000000000000
23866,Turkey-Turkey,Turkey,Turkey,2009,0,0E-20,0E-20
23867,Turkey-United Kingdom,Turkey,United Kingdom,2009,0,0E-20,0.30882352941176470588
23868,Turkey-Estonia,Turkey,Estonia,2009,0,0E-20,0.16666666666666666667
23869,Turkey-Greece,Turkey,Greece,2009,0,0E-20,0.19345238095238095238
23870,Turkey-France,Turkey,France,2009,0,0E-20,0.09595959595959595960
23871,Turkey-Bosnia & Herzegovina,Turkey,Bosnia & Herzegovina,2009,8,0.66666666666666666667,0.63235294117647058823
23872,Turkey-Armenia,Turkey,Armenia,2009,6,0.50000000000000000000,0.73333333333333333333
23873,Turkey-Russia,Turkey,Russia,2009,4,0.33333333333333333333,0.23888888888888888889
23874,Turkey-Ukraine,Turkey,Ukraine,2009,0,0E-20,0.32500000000000000000
23875,Turkey-Denmark,Turkey,Denmark,2009,0,0E-20,0.07440476190476190476
23876,Turkey-Moldova,Turkey,Moldova,2009,7,0.58333333333333333333,0.26190476190476190476
23877,Turkey-Portugal,Turkey,Portugal,2009,0,0E-20,0.15064102564102564103
23878,Turkey-Israel,Turkey,Israel,2009,0,0E-20,0.16025641025641025641
23879,Turkey-Albania,Turkey,Albania,2009,10,0.83333333333333333333,0.43055555555555555556
23880,Turkey-Croatia,Turkey,Croatia,2009,0,0E-20,0.27777777777777777778
23881,Turkey-Romania,Turkey,Romania,2009,5,0.41666666666666666667,0.21153846153846153846
23882,Turkey-Germany,Turkey,Germany,2009,1,0.08333333333333333333,0.21717171717171717172
23883,Turkey-Sweden,Turkey,Sweden,2009,0,0E-20,0.21212121212121212121
23884,Turkey-Malta,Turkey,Malta,2009,0,0E-20,0.36111111111111111111
23885,Turkey-Lithuania,Turkey,Lithuania,2009,0,0E-20,0E-20
23886,Turkey-Spain,Turkey,Spain,2009,0,0E-20,0.28921568627450980392
23887,Turkey-Finland,Turkey,Finland,2009,0,0E-20,0.11000000000000000000
23888,Ukraine-Norway,Ukraine,Norway,2009,12,1.00000000000000000000,0.23611111111111111111
23889,Ukraine-Iceland,Ukraine,Iceland,2009,0,0E-20,0.09848484848484848485
23890,Ukraine-Azerbaijan,Ukraine,Azerbaijan,2009,10,0.83333333333333333333,0.62121212121212121212
23891,Ukraine-Turkey,Ukraine,Turkey,2009,0,0E-20,0.19444444444444444444
23892,Ukraine-United Kingdom,Ukraine,United Kingdom,2009,6,0.50000000000000000000,0.10648148148148148148
23893,Ukraine-Estonia,Ukraine,Estonia,2009,4,0.33333333333333333333,0.14583333333333333333
23894,Ukraine-Greece,Ukraine,Greece,2009,0,0E-20,0.13611111111111111111
23895,Ukraine-France,Ukraine,France,2009,3,0.25000000000000000000,0.14120370370370370370
23896,Ukraine-Bosnia & Herzegovina,Ukraine,Bosnia & Herzegovina,2009,0,0E-20,0.08333333333333333333
23897,Ukraine-Armenia,Ukraine,Armenia,2009,2,0.16666666666666666667,0.36742424242424242424
23898,Ukraine-Russia,Ukraine,Russia,2009,8,0.66666666666666666667,0.66666666666666666667
23899,Ukraine-Ukraine,Ukraine,Ukraine,2009,0,0E-20,0E-20
23900,Ukraine-Denmark,Ukraine,Denmark,2009,5,0.41666666666666666667,0.11742424242424242424
23901,Ukraine-Moldova,Ukraine,Moldova,2009,7,0.58333333333333333333,0.42307692307692307692
23902,Ukraine-Portugal,Ukraine,Portugal,2009,0,0E-20,0.20370370370370370370
23903,Ukraine-Israel,Ukraine,Israel,2009,1,0.08333333333333333333,0.26136363636363636364
23904,Ukraine-Albania,Ukraine,Albania,2009,0,0E-20,0E-20
23905,Ukraine-Croatia,Ukraine,Croatia,2009,0,0E-20,0.21759259259259259259
23906,Ukraine-Romania,Ukraine,Romania,2009,0,0E-20,0.07440476190476190476
23907,Ukraine-Germany,Ukraine,Germany,2009,0,0E-20,0.04629629629629629630
23908,Ukraine-Sweden,Ukraine,Sweden,2009,0,0E-20,0.25245098039215686275
23909,Ukraine-Malta,Ukraine,Malta,2009,0,0E-20,0.18750000000000000000
23910,Ukraine-Lithuania,Ukraine,Lithuania,2009,0,0E-20,0.23863636363636363636
23911,Ukraine-Spain,Ukraine,Spain,2009,0,0E-20,0.03009259259259259259
23912,Ukraine-Finland,Ukraine,Finland,2009,0,0E-20,0.13636363636363636364
23913,United Kingdom-Norway,United Kingdom,Norway,2009,10,0.83333333333333333333,0.17959770114942528736
23914,United Kingdom-Iceland,United Kingdom,Iceland,2009,8,0.66666666666666666667,0.26543209876543209877
23915,United Kingdom-Azerbaijan,United Kingdom,Azerbaijan,2009,3,0.25000000000000000000,0.08653846153846153846
23916,United Kingdom-Turkey,United Kingdom,Turkey,2009,12,1.00000000000000000000,0.23737373737373737374
23917,United Kingdom-United Kingdom,United Kingdom,United Kingdom,2009,0,0E-20,0E-20
23918,United Kingdom-Estonia,United Kingdom,Estonia,2009,0,0E-20,0.28935185185185185185
23919,United Kingdom-Greece,United Kingdom,Greece,2009,5,0.41666666666666666667,0.25416666666666666667
23920,United Kingdom-France,United Kingdom,France,2009,1,0.08333333333333333333,0.17261904761904761905
23921,United Kingdom-Bosnia & Herzegovina,United Kingdom,Bosnia & Herzegovina,2009,0,0E-20,0.01851851851851851852
23922,United Kingdom-Armenia,United Kingdom,Armenia,2009,0,0E-20,0.01041666666666666667
23923,United Kingdom-Russia,United Kingdom,Russia,2009,0,0E-20,0.16856060606060606061
23924,United Kingdom-Ukraine,United Kingdom,Ukraine,2009,2,0.16666666666666666667,0.21990740740740740741
23925,United Kingdom-Denmark,United Kingdom,Denmark,2009,0,0E-20,0.24903100775193798450
23926,United Kingdom-Moldova,United Kingdom,Moldova,2009,0,0E-20,0.14423076923076923077
23927,United Kingdom-Portugal,United Kingdom,Portugal,2009,0,0E-20,0.09444444444444444444
23928,United Kingdom-Israel,United Kingdom,Israel,2009,0,0E-20,0.28837719298245614035
23929,United Kingdom-Albania,United Kingdom,Albania,2009,0,0E-20,0.04166666666666666667
23930,United Kingdom-Croatia,United Kingdom,Croatia,2009,0,0E-20,0.07894736842105263158
23931,United Kingdom-Romania,United Kingdom,Romania,2009,0,0E-20,0.10087719298245614035
23932,United Kingdom-Germany,United Kingdom,Germany,2009,7,0.58333333333333333333,0.22070312500000000000
23933,United Kingdom-Sweden,United Kingdom,Sweden,2009,0,0E-20,0.31319444444444444444
23934,United Kingdom-Malta,United Kingdom,Malta,2009,6,0.50000000000000000000,0.33974358974358974359
23935,United Kingdom-Lithuania,United Kingdom,Lithuania,2009,4,0.33333333333333333333,0.36718750000000000000
23936,United Kingdom-Spain,United Kingdom,Spain,2009,0,0E-20,0.12163978494623655914
23937,United Kingdom-Finland,United Kingdom,Finland,2009,0,0E-20,0.14496527777777777778
23938,Albania-Russia,Albania,Russia,2010,0,0E-20,0.21388888888888888889
23939,Albania-France,Albania,France,2010,0,0E-20,0.15350877192982456140
23940,Albania-Germany,Albania,Germany,2010,10,0.83333333333333333333,0.18421052631578947368
23941,Albania-Turkey,Albania,Turkey,2010,8,0.66666666666666666667,0.73958333333333333333
23942,Albania-Romania,Albania,Romania,2010,5,0.41666666666666666667,0.12202380952380952381
23943,Albania-Denmark,Albania,Denmark,2010,2,0.16666666666666666667,0.02083333333333333333
23944,Albania-Azerbaijan,Albania,Azerbaijan,2010,0,0E-20,0.20512820512820512820
23945,Albania-Belgium,Albania,Belgium,2010,0,0E-20,0.06481481481481481481
23946,Albania-Armenia,Albania,Armenia,2010,0,0E-20,0.09375000000000000000
23947,Albania-Greece,Albania,Greece,2010,12,1.00000000000000000000,0.71354166666666666667
23948,Albania-Georgia,Albania,Georgia,2010,0,0E-20,0E-20
23949,Albania-Ukraine,Albania,Ukraine,2010,0,0E-20,0.14460784313725490196
23950,Albania-Serbia,Albania,Serbia,2010,3,0.25000000000000000000,0.11458333333333333333
23951,Albania-Israel,Albania,Israel,2010,4,0.33333333333333333333,0.18055555555555555556
23952,Albania-Spain,Albania,Spain,2010,7,0.58333333333333333333,0.25657894736842105263
23953,Albania-Albania,Albania,Albania,2010,0,0E-20,0E-20
23954,Albania-Bosnia & Herzegovina,Albania,Bosnia & Herzegovina,2010,6,0.50000000000000000000,0.44444444444444444444
23955,Albania-Portugal,Albania,Portugal,2010,0,0E-20,0.07812500000000000000
23956,Albania-Iceland,Albania,Iceland,2010,0,0E-20,0.04545454545454545455
23957,Albania-Norway,Albania,Norway,2010,0,0E-20,0.10677083333333333333
23958,Albania-Cyprus,Albania,Cyprus,2010,0,0E-20,0.27651515151515151515
23959,Albania-Moldova,Albania,Moldova,2010,0,0E-20,0.03205128205128205128
23960,Albania-Ireland,Albania,Ireland,2010,0,0E-20,0.08854166666666666667
23961,Albania-Belarus,Albania,Belarus,2010,0,0E-20,0.02777777777777777778
23962,Albania-United Kingdom,Albania,United Kingdom,2010,1,0.08333333333333333333,0.13157894736842105263
23963,Armenia-Germany,Armenia,Germany,2010,0,0E-20,0.04722222222222222222
23964,Armenia-Turkey,Armenia,Turkey,2010,0,0E-20,0.06666666666666666667
23965,Armenia-Romania,Armenia,Romania,2010,1,0.08333333333333333333,0.04545454545454545454
23966,Armenia-Denmark,Armenia,Denmark,2010,5,0.41666666666666666667,0.08333333333333333333
23967,Armenia-Azerbaijan,Armenia,Azerbaijan,2010,0,0E-20,0.00757575757575757576
23968,Armenia-Belgium,Armenia,Belgium,2010,0,0E-20,0.10119047619047619048
23969,Armenia-Armenia,Armenia,Armenia,2010,0,0E-20,0E-20
23970,Armenia-Greece,Armenia,Greece,2010,3,0.25000000000000000000,0.50000000000000000000
23971,Armenia-Georgia,Armenia,Georgia,2010,12,1.00000000000000000000,0.78571428571428571428
23972,Armenia-Ukraine,Armenia,Ukraine,2010,8,0.66666666666666666667,0.46794871794871794872
23973,Armenia-Russia,Armenia,Russia,2010,10,0.83333333333333333333,0.83712121212121212121
23974,Armenia-France,Armenia,France,2010,6,0.50000000000000000000,0.35277777777777777778
23975,Armenia-Serbia,Armenia,Serbia,2010,0,0E-20,0.11666666666666666667
23976,Armenia-Israel,Armenia,Israel,2010,0,0E-20,0.22500000000000000000
23977,Armenia-Spain,Armenia,Spain,2010,7,0.58333333333333333333,0.13611111111111111111
23978,Armenia-Albania,Armenia,Albania,2010,0,0E-20,0E-20
23979,Armenia-Bosnia & Herzegovina,Armenia,Bosnia & Herzegovina,2010,0,0E-20,0.08333333333333333333
23980,Armenia-Portugal,Armenia,Portugal,2010,4,0.33333333333333333333,0.25000000000000000000
23981,Armenia-Iceland,Armenia,Iceland,2010,0,0E-20,0.06770833333333333333
23982,Armenia-Norway,Armenia,Norway,2010,2,0.16666666666666666667,0.23263888888888888889
23983,Armenia-Cyprus,Armenia,Cyprus,2010,0,0E-20,0.37500000000000000000
23984,Armenia-Moldova,Armenia,Moldova,2010,0,0E-20,0.17083333333333333333
23985,Armenia-Ireland,Armenia,Ireland,2010,0,0E-20,0.04166666666666666667
23986,Armenia-Belarus,Armenia,Belarus,2010,0,0E-20,0.32638888888888888889
23987,Armenia-United Kingdom,Armenia,United Kingdom,2010,0,0E-20,0.06944444444444444444
23988,Azerbaijan-Germany,Azerbaijan,Germany,2010,1,0.08333333333333333333,0.01944444444444444444
23989,Azerbaijan-Turkey,Azerbaijan,Turkey,2010,12,1.00000000000000000000,1.00000000000000000000
